38 Sea Zone  (5453,2940)  (5393,2924)  (5334,2879)  (5276,2846)  (5240,2788)  (5514,2973)  (5509,3031)  | overflowToLeft=false
Argentina  (1002,2936)  (942,2995)  (942,2935)  (1061,2996)  (1002,2876)  (1062,2876)  (1062,2936)  (940,2875)  (1001,3055)  (941,3055)  (939,2815)  (983,3115)  (965,2755)  (990,3175)  (962,3235)  | overflowToLeft=false
28 Sea Zone  (8625,1810)  (8565,1810)  (8685,1808)  (8566,1749)  (8627,1749)  (8687,1750)  (8567,1935)  (8627,1934)  (8687,1934)  (8567,1996)  (8627,1994)  (8686,1994)  (8569,2052)  (8630,2054)  (8689,2054)  | overflowToLeft=false
Hokkaido  (7023,707)  (6963,707)  (7083,707)  | overflowToLeft=false
British Columbia  (9117,391)  (9057,450)  (9057,390)  (9176,451)  (9117,331)  (9177,331)  (9177,391)  (9055,330)  | overflowToLeft=false
Buyant-Uhaa  (5809,826)  (5749,878)  (5869,778)  | overflowToLeft=false
94 Sea Zone  (2336,1760)  (2276,1811)  (2350,1700)  (2396,1760)  (2410,1686)  (2216,1828)  | overflowToLeft=false
Olgiy  (5117,823)  (5057,869)  (5057,809)  (5176,883)  (5117,763)  (5177,763)  (5177,823)  (5116,929)  (5237,733)  | overflowToLeft=false
125 Sea Zone  (1436,38)  (1376,97)  (1376,37)  (1495,98)  (1496,0)  (1555,60)  (1556,0)  | overflowToLeft=false
46 Sea Zone  (6561,2809)  (6622,2809)  (6499,2809)  (6501,2869)  (6562,2868)  (6619,2867)  (6500,2749)  (6561,2749)  (6622,2749)  (6682,2749)  (6742,2750)  (6802,2750)  | overflowToLeft=false
Johnston Island  (8190,2154)  | overflowToLeft=false
Western Germany  (2746,863)  (2806,863)  (2865,863)  (2746,922)  (2806,923)  (2746,982)  (2805,982)  (2746,1042)  (2805,1041)  (2865,1041)  (2747,1100)  (2806,1099)  (2864,1099)  | overflowToLeft=false
Finland  (3305,243)  (3305,303)  (3280,105)  (3289,45)  (3281,362)  | overflowToLeft=false
Sumatra  (5336,2968)  (5276,2924)  (5215,2885)  (5154,2853)  (5396,3005)  (5409,3065)  | overflowToLeft=false
23 Sea Zone  (7000,1896)  (7059,1895)  (7002,1836)  (7059,1835)  (7001,1776)  (7061,1775)  (7001,2019)  (7060,2018)  (7001,2077)  (7061,2075)  (7002,2134)  (7060,2134)  | overflowToLeft=false
Southern Caucasus  (4040,1593)  (4099,1625)  (4159,1634)  (4159,1694)  | overflowToLeft=false
Northwest Persia  (4076,1769)  (4068,1829)  | overflowToLeft=false
41 Sea Zone  (4774,2992)  (4833,3052)  (4773,3052)  (4731,2932)  (4791,2932)  (4834,2992)  (4851,2915)  (4893,3052)  (4893,3112)  (4833,3112)  (4773,3112)  (4731,2872)  (4791,2872)  (4894,2975)  (4851,2855)  (4911,2855)  (4911,2915)  (4920,3172)  (4860,3172)  (4800,3172)  (4740,3172)  | overflowToLeft=false
Southern France  (2373,1347)  (2433,1347)  (2493,1347)  (2552,1347)  (2374,1406)  | overflowToLeft=false
64 Sea Zone  (7235,3652)  (7295,3653)  (7291,3595)  (7302,3534)  (7234,3711)  (7294,3711)  (7174,3771)  (7234,3770)  (7293,3771)  | overflowToLeft=false
Northern Italy  (2662,1294)  (2689,1364)  (2749,1406)  (2810,1401)  (2827,1341)  (2845,1280)  | overflowToLeft=false
Western Australia  (6356,3491)  (6416,3491)  (6474,3490)  (6415,3549)  (6474,3549)  (6415,3609)  | overflowToLeft=false
76 Sea Zone  (4573,3679)  (4513,3738)  (4513,3678)  (4632,3739)  (4573,3619)  (4633,3619)  (4633,3679)  (4511,3618)  | overflowToLeft=false
Southern Belarus  (3566,815)  (3625,815)  (3684,814)  (3625,755)  (3684,755)  | overflowToLeft=false
110 Sea Zone  (1535,748)  (1475,807)  (1475,747)  (1594,808)  (1535,688)  (1595,688)  (1595,748)  (1473,687)  (1534,867)  (1474,867)  (1415,807)  (1415,747)  (1634,868)  (1414,868)  (1533,628)  (1593,628)  (1413,687)  (1413,627)  (1473,627)  | overflowToLeft=false
4 Sea Zone  (7466,358)  (7406,417)  (7406,357)  (7525,418)  (7466,298)  (7526,298)  (7526,358)  (7404,297)  (7465,477)  (7405,477)  (7346,417)  (7346,357)  (7585,418)  (7585,478)  (7525,478)  (7345,478)  (7499,238)  (7559,238)  (7586,298)  (7586,358)  (7344,297)  (7619,205)  (7285,511)  (7285,451)  | overflowToLeft=false
15 Sea Zone  (8280,853)  (8220,912)  (8220,852)  (8339,913)  (8280,793)  (8340,793)  (8340,853)  (8218,792)  (8279,972)  (8219,972)  (8160,912)  (8160,852)  (8399,913)  (8399,973)  (8339,973)  (8159,973)  (8278,733)  (8338,733)  (8398,733)  (8400,793)  (8400,853)  (8158,792)  (8158,732)  (8218,732)  (8458,686)  (8279,1032)  (8219,1032)  (8459,913)  (8459,973)  (8459,1033)  (8399,1033)  (8339,1033)  (8159,1033)  (8460,746)  (8460,806)  | overflowToLeft=false
Libya  (2707,2042)  (2766,2042)  (2825,2042)  (2884,2042)  (2769,2102)  (2828,2102)  | overflowToLeft=false
Nenetsia  (3997,39)  (3937,98)  (3937,38)  (4056,99)  (4057,1)  (3877,56)  (4116,61)  (4116,121)  (4117,1)  | overflowToLeft=false
South Australia  (6647,3478)  (6795,3481)  (6587,3478)  (6855,3481)  (6862,3541)  | overflowToLeft=false
21 Sea Zone  (6156,1951)  (6215,1950)  (6273,1950)  (6332,1949)  (6156,2009)  (6216,2009)  (6275,2009)  (6334,2009)  (6155,2068)  (6214,2068)  (6273,2068)  (6155,1890)  (6214,1889)  (6274,1891)  (6332,1888)  (6333,2067)  | overflowToLeft=false
Sweden  (3061,357)  (3001,416)  (3085,417)  (3081,297)  (3141,246)  (3025,476)  (2965,476)  (3169,186)  (3013,536)  | overflowToLeft=false
Holland Belgium  (2611,830)  (2551,830)  (2669,829)  (2605,889)  | overflowToLeft=false
Kansu  (5124,1237)  (5063,1237)  (5184,1237)  (5124,1297)  (5063,1297)  | overflowToLeft=false
97 Sea Zone  (2741,1605)  (2801,1604)  (2742,1664)  (2801,1663)  (2753,1545)  (2861,1661)  | overflowToLeft=false
Siberia  (6723,128)  (6783,128)  (6842,128)  (6901,127)  (6961,128)  (7021,127)  (6723,188)  (6783,188)  (6843,187)  (6901,187)  (6959,186)  (7020,185)  | overflowToLeft=false
Poland  (3160,932)  (3220,932)  (3193,992)  (3252,992)  | overflowToLeft=false
92 Sea Zone  (1525,1691)  (1465,1750)  (1465,1690)  (1584,1751)  (1525,1631)  (1585,1631)  (1585,1691)  (1463,1630)  (1524,1810)  (1464,1810)  (1405,1750)  (1405,1690)  (1644,1751)  (1644,1811)  (1584,1811)  (1404,1811)  (1523,1571)  (1583,1571)  (1643,1571)  (1645,1631)  (1645,1691)  (1403,1630)  (1403,1570)  (1463,1570)  | overflowToLeft=false
18 Sea Zone  (7172,1541)  (7111,1541)  (7231,1541)  (7289,1540)  (7289,1482)  (7289,1423)  (7288,1364)  (7111,1600)  (7171,1600)  (7230,1599)  (7288,1599)  (7110,1660)  (7169,1660)  (7229,1658)  (7288,1657)  | overflowToLeft=false
Western Sinkiang  (4769,1330)  (4709,1330)  (4829,1329)  (4735,1389)  (4794,1389)  | overflowToLeft=false
Bulgaria  (3379,1488)  (3319,1488)  (3438,1488)  | overflowToLeft=false
Tunisia  (2630,1894)  (2689,1894)  (2630,1954)  | overflowToLeft=false
117 Sea Zone  (3101,670)  (3160,730)  (3063,610)  (3123,610)  (3161,670)  (3105,550)  (3164,390)  | overflowToLeft=false
Southern Persia  (4107,2138)  (4088,2078)  (4141,2198)  (4200,2198)  | overflowToLeft=false
Java  (5680,3106)  (5740,3116)  (5799,3132)  (5859,3150)  (5918,3152)  | overflowToLeft=false
51 Sea Zone  (8101,3020)  (8161,3020)  (8221,3021)  (8281,3022)  (8100,3078)  (8158,3080)  (8218,3081)  (8279,3082)  (8101,2960)  (8160,2960)  (8219,2961)  (8278,2961)  (8099,3138)  (8159,3141)  (8218,3141)  (8276,3142)  (8099,3198)  (8159,3200)  (8218,3201)  (8277,3202)  | overflowToLeft=false
Kyushu  (6553,1344)  | overflowToLeft=false
54 Sea Zone  (7426,3231)  (7486,3231)  (7426,3291)  (7486,3292)  (7424,3172)  (7483,3171)  (7544,3172)  (7605,3171)  (7663,3171)  (7723,3170)  (7783,3171)  (7843,3170)  (7844,3230)  (7844,3288)  (7844,3346)  | overflowToLeft=false
48 Sea Zone  (7299,2745)  (7239,2736)  (7359,2693)  (7359,2753)  (7179,2732)  (7419,2693)  | overflowToLeft=false
89 Sea Zone  (1812,2279)  (1752,2338)  (1752,2278)  (1863,2339)  (1812,2219)  (1750,2218)  (1872,2194)  (1803,2398)  (1743,2398)  (1885,2399)  (1810,2159)  (1742,2158)  (1870,2134)  (1825,2458)  (1765,2458)  (1909,2459)  | overflowToLeft=false
Kenya  (3423,2946)  (3363,2982)  (3363,2922)  (3482,3006)  (3423,2886)  (3483,2889)  (3338,2862)  (3303,3026)  (3303,2966)  (3542,2949)  (3542,3009)  (3548,3069)  | overflowToLeft=false
123 Sea Zone  (578,301)  (518,352)  (518,292)  (637,361)  (578,241)  (638,275)  (505,232)  (661,187)  (458,331)  (445,271)  | overflowToLeft=false
Northern Spain  (2269,1423)  (2281,1482)  (2097,1369)  (2037,1367)  (2294,1542)  | overflowToLeft=false
Kweichow  (5446,1943)  (5500,2003)  | overflowToLeft=false
43 Sea Zone  (5872,3086)  (5932,3085)  (5991,3084)  (6050,3083)  (6108,3083)  (6167,3083)  (6227,3082)  (6286,3083)  (6345,3082)  (5872,3025)  (5931,3024)  (5991,3024)  (6050,3023)  (6110,3022)  (6169,3023)  (6228,3022)  (6286,3023)  (6343,3022)  | overflowToLeft=false
Sicily  (2824,1725)  (2884,1753)  | overflowToLeft=false
128 Sea Zone  (2690,68)  (2749,67)  (2809,67)  (2869,67)  (2691,127)  (2750,127)  (2810,127)  (2870,126)  (2689,8)  (2749,8)  (2808,6)  (2868,7)  | overflowToLeft=false
Bryansk  (3858,778)  (3798,837)  (3798,777)  (3918,799)  | overflowToLeft=false
Tsinghai  (5266,1501)  (5206,1500)  (5326,1500)  (5260,1560)  (5259,1620)  | overflowToLeft=false
26 Sea Zone  (7913,1391)  (7853,1450)  (7853,1390)  (7972,1451)  (7913,1331)  (7973,1331)  (7973,1391)  (7851,1330)  (7912,1510)  (7852,1510)  (7793,1450)  (7793,1390)  (8032,1451)  (8032,1511)  (7972,1511)  (7792,1511)  (7911,1271)  (7971,1271)  (8031,1271)  (8033,1331)  (8033,1391)  (7791,1330)  (7791,1270)  (7851,1270)  (8091,1213)  (7912,1570)  (7852,1570)  (7733,1451)  (7733,1391)  (8092,1451)  (8092,1511)  (7792,1571)  (7732,1571)  (7732,1511)  (7911,1211)  (7971,1211)  (8031,1211)  (8093,1273)  (8093,1333)  (7731,1331)  (7731,1271)  (7731,1211)  (7791,1210)  (7851,1210)  (8091,1153)  (8151,1153)  (8151,1213)  (7931,1630)  (7871,1630)  (8152,1393)  (8152,1453)  (8152,1513)  | overflowToLeft=false
7 Sea Zone  (6951,1247)  (6890,1247)  (7011,1246)  (7072,1246)  (7131,1246)  (6890,1306)  (6951,1306)  (7010,1306)  (7070,1306)  (7129,1306)  (6890,1366)  (6950,1365)  (7010,1365)  (7070,1366)  (7129,1366)  (6889,1424)  (6948,1425)  (7008,1424)  | overflowToLeft=false
2 Sea Zone  (8241,280)  (8180,280)  (8302,279)  (8180,220)  (8180,160)  (8200,100)  (8180,341)  (8240,341)  (8300,340)  | overflowToLeft=false
Western United States  (8980,763)  (9040,763)  (9100,762)  (9159,762)  (8980,822)  (9039,823)  (9098,822)  (9158,821)  (8980,882)  (9040,882)  (9099,881)  (9158,880)  | overflowToLeft=false
Central America  (570,1730)  (510,1707)  (567,1790)  (579,1850)  (613,1911)  | overflowToLeft=false
Gibraltar  (2123,1736)  | overflowToLeft=false
Cyprus  (3554,1821)  | overflowToLeft=false
35 Sea Zone  (6928,2434)  (6868,2434)  (6807,2434)  (6986,2434)  (6808,2374)  (6865,2373)  (6921,2373)  (6981,2374)  (6806,2317)  (6866,2313)  (6924,2313)  (6865,2494)  (6924,2494)  (6984,2494)  (6865,2554)  (6924,2553)  (6984,2554)  (6865,2612)  (6922,2613)  (6982,2612)  | overflowToLeft=false
81 Sea Zone  (4495,2619)  (4435,2678)  (4435,2618)  (4554,2679)  (4495,2559)  (4555,2559)  (4555,2619)  (4433,2558)  (4494,2738)  (4434,2738)  (4614,2725)  (4554,2739)  (4493,2499)  (4396,2498)  (4456,2439)  | overflowToLeft=false
44 Sea Zone  (5830,2934)  (5890,2945)  (5770,2950)  (5950,2917)  (5710,2950)  (5694,2890)  (5992,2834)  (5684,2744)  | overflowToLeft=false
Davao  (6286,2450)  (6344,2449)  (6405,2431)  | overflowToLeft=false
Smolensk  (3843,626)  (3783,674)  (3875,566)  | overflowToLeft=false
Paulau  (6736,2515)  | overflowToLeft=false
53 Sea Zone  (8455,3561)  (8515,3560)  (8576,3560)  (8636,3560)  (8696,3560)  (8756,3559)  (8817,3559)  (8455,3621)  (8516,3620)  (8576,3620)  (8635,3618)  (8694,3618)  (8755,3616)  (8816,3620)  (8454,3678)  (8514,3679)  (8574,3678)  (8635,3678)  (8696,3678)  (8756,3676)  (8815,3681)  (8454,3738)  (8514,3740)  (8574,3738)  (8634,3736)  (8696,3736)  (8756,3736)  (8817,3736)  | overflowToLeft=false
Iceland  (1827,93)  (1887,92)  | overflowToLeft=false
72 Sea Zone  (2681,3617)  (2621,3676)  (2621,3616)  (2740,3677)  (2681,3557)  (2741,3557)  (2741,3617)  (2619,3556)  (2680,3736)  (2620,3736)  (2561,3676)  (2561,3616)  (2800,3677)  (2800,3737)  (2740,3737)  (2560,3737)  (2679,3497)  (2739,3497)  (2799,3497)  (2801,3557)  (2801,3617)  (2559,3556)  (2559,3496)  (2619,3496)  (2680,3796)  (2620,3796)  (2501,3677)  (2501,3617)  (2860,3677)  (2860,3737)  (2500,3796)  (2679,3437)  (2739,3437)  (2499,3557)  (2499,3497)  (2499,3437)  (2559,3436)  (2619,3436)  (2920,3795)  (2445,3377)  (2679,3377)  (2739,3377)  (2505,3376)  (2565,3376)  (2445,3317)  (2625,3317)  (2685,3317)  (2505,3316)  (2565,3316)  | overflowToLeft=false
Southern Manchuria  (6050,864)  (5991,864)  (6109,864)  (6168,864)  (6019,924)  (6079,923)  (6139,922)  | overflowToLeft=false
Yugoslavia  (3095,1355)  (3035,1354)  (3152,1354)  (3212,1354)  (3243,1414)  | overflowToLeft=false
Yakut S.S.R.  (5590,203)  (5530,262)  (5649,263)  (5531,143)  (5591,143)  (5650,203)  (5651,142)  (5589,322)  (5529,322)  (5651,323)  (5563,83)  (5710,202)  (5623,82)  (5683,82)  (5711,142)  (5743,50)  (5532,382)  (5570,22)  (5630,22)  (5771,110)  (5803,1)  (5679,437)  (5472,441)  (5831,61)  (5619,463)  (5559,481)  (5499,501)  (5439,501)  (5638,523)  (5578,541)  | overflowToLeft=false
Portuguese  (1939,2284)  | overflowToLeft=false
Belgian Congo  (3094,3110)  (3034,3169)  (3034,3109)  (3153,3170)  (3094,3050)  (3154,3050)  (3154,3110)  (3032,3049)  (3093,3229)  (3033,3229)  (3213,3198)  (3153,3230)  (2973,3230)  (3092,2990)  (3152,2990)  (3214,3053)  (2994,2989)  (3229,3258)  (3093,3289)  (3169,3290)  | overflowToLeft=false
103 Sea Zone  (3837,1468)  (3776,1430)  (3776,1489)  (3836,1528)  | overflowToLeft=false
63 Sea Zone  (6727,3699)  (6667,3758)  (6667,3698)  (6786,3759)  (6727,3639)  (6787,3639)  (6787,3699)  (6665,3638)  (6607,3796)  (6607,3736)  (6846,3759)  (6847,3677)  (6605,3676)  | overflowToLeft=false
Brazil  (1265,2370)  (1205,2429)  (1205,2369)  (1324,2430)  (1265,2310)  (1325,2310)  (1325,2370)  (1203,2309)  (1264,2489)  (1204,2489)  (1145,2429)  (1145,2369)  (1384,2430)  (1384,2490)  (1324,2490)  (1144,2490)  (1263,2250)  (1323,2250)  (1385,2253)  (1385,2313)  (1143,2309)  (1143,2249)  (1203,2249)  (1264,2549)  (1204,2549)  (1085,2416)  (1444,2373)  (1444,2433)  (1444,2493)  (1384,2550)  (1324,2550)  (1144,2550)  (1263,2190)  (1445,2257)  (1083,2356)  (1083,2296)  (1083,2236)  (1143,2189)  (1203,2189)  (1447,2553)  (1070,2176)  (1264,2609)  (1204,2609)  (1504,2317)  (1504,2377)  (1387,2610)  (1327,2610)  (1144,2610)  (1023,2356)  (1023,2296)  (1023,2236)  | overflowToLeft=false
Iwo Jima  (7088,1469)  | overflowToLeft=false
Algeria  (2449,1909)  (2390,1908)  (2509,1909)  (2388,1967)  (2448,1968)  (2508,1969)  | overflowToLeft=false
Alexandria  (3270,2064)  (3329,2064)  (3270,2122)  (3329,2122)  (3288,2182)  (3348,2182)  (3288,2242)  | overflowToLeft=false
Midway  (7659,1467)  | overflowToLeft=false
112 Sea Zone  (1995,724)  (2055,723)  (2113,722)  (1995,664)  (2055,662)  (2112,663)  (1994,784)  (2053,782)  | overflowToLeft=false
Alberta Saskatchewan Manitoba  (145,286)  (85,345)  (85,285)  (204,346)  (145,226)  (205,226)  (205,286)  (83,225)  (144,405)  (84,405)  (25,345)  (25,285)  (264,346)  (264,406)  (204,406)  (24,406)  (143,166)  (203,166)  (263,166)  (265,226)  (265,286)  (23,225)  (23,165)  (83,165)  (323,108)  (144,465)  (84,465)  (324,346)  (324,406)  (324,466)  (264,466)  (204,466)  (24,466)  (143,106)  (203,106)  (263,106)  (325,168)  (325,228)  (1,105)  (61,105)  (323,48)  (383,48)  (383,108)  (384,395)  (384,455)  (384,515)  (324,526)  (264,526)  (121,46)  (181,46)  (241,46)  (385,168)  | overflowToLeft=false
Colombia  (762,2080)  (702,2139)  (821,2140)  (737,2020)  (797,2020)  | overflowToLeft=false
Ecuador  (647,2242)  | overflowToLeft=false
5 Sea Zone  (6928,484)  (6988,483)  (7049,483)  (6928,424)  (6986,423)  (7048,423)  (6929,543)  (6868,543)  (6867,603)  (6928,602)  (6867,662)  (6807,661)  (6806,720)  | overflowToLeft=false
16 Sea Zone  (7886,890)  (7826,949)  (7826,889)  (7945,950)  (7886,830)  (7946,830)  (7946,890)  (7824,829)  (7885,1009)  (7825,1009)  (7766,949)  (7766,889)  (8005,950)  (8005,1010)  (7945,1010)  (7765,1010)  (7884,770)  (7944,770)  (8004,770)  (8006,830)  (8006,890)  (7764,829)  (7764,769)  (7824,769)  (7885,1069)  (7825,1069)  (7706,950)  (7706,890)  (8060,1070)  (8000,1070)  (7765,1070)  (7705,1070)  (7705,1010)  (7884,710)  (7944,710)  (8004,710)  (7704,830)  (7704,770)  (7704,710)  (7764,709)  (7824,709)  | overflowToLeft=false
Eastern United States  (569,980)  (628,980)  (687,980)  (746,980)  (569,1040)  (628,1040)  (688,1039)  (746,1039)  (597,1099)  (656,1099)  (597,1158)  (656,1158)  | overflowToLeft=false
Chahar  (5719,1068)  (5659,1116)  (5756,1128)  (5732,1008)  (5779,1068)  (5792,995)  (5614,1176)  | overflowToLeft=false
Hopei  (5481,1675)  (5541,1675)  | overflowToLeft=false
Tambov  (4099,973)  (4108,1033)  | overflowToLeft=false
126 Sea Zone  (1662,19)  (1721,19)  (1662,78)  (1720,78)  | overflowToLeft=false
69 Sea Zone  (1350,3488)  (1290,3547)  (1290,3487)  (1409,3548)  (1350,3428)  (1410,3428)  (1410,3488)  (1288,3427)  (1349,3607)  (1289,3607)  (1230,3547)  (1230,3487)  (1469,3548)  (1469,3608)  (1409,3608)  (1229,3608)  (1348,3368)  (1408,3368)  (1468,3368)  (1470,3428)  (1470,3488)  (1228,3427)  (1228,3367)  (1288,3367)  (1528,3310)  (1349,3667)  (1289,3667)  (1170,3548)  (1170,3488)  (1529,3548)  (1529,3608)  (1529,3668)  (1469,3668)  (1409,3668)  (1229,3668)  (1169,3668)  (1169,3608)  (1348,3308)  (1408,3308)  (1468,3308)  (1530,3370)  (1530,3430)  (1168,3428)  (1168,3368)  (1168,3308)  (1228,3307)  (1288,3307)  (1528,3250)  (1349,3727)  (1289,3727)  (1567,3728)  (1507,3728)  (1447,3728)  (1229,3728)  (1169,3728)  | overflowToLeft=false
34 Sea Zone  (7326,2480)  (7265,2480)  (7385,2480)  (7324,2420)  (7383,2419)  (7266,2540)  (7324,2540)  (7384,2539)  (7267,2600)  (7327,2599)  (7415,2359)  (7415,2300)  (7354,2270)  (7383,2599)  | overflowToLeft=false
Eastern Poland  (3353,943)  (3412,943)  (3387,1003)  (3447,1003)  (3387,1062)  | overflowToLeft=false
Eastern India  (4809,2345)  (4821,2286)  (4881,2270)  (4880,2209)  (4941,2210)  (4881,2149)  (4941,2152)  (5000,2152)  | overflowToLeft=false
Shansi  (5613,1303)  (5645,1363)  (5670,1243)  | overflowToLeft=false
Soviet Far East  (7553,59)  (7493,118)  (7493,58)  (7571,119)  (7613,1)  (7631,61)  (7436,178)  (7433,118)  (7433,58)  (7673,1)  (7691,61)  (7376,198)  (7373,138)  (7373,78)  (7373,18)  (7733,1)  (7751,61)  (7793,1)  (7811,61)  (7253,320)  (7853,1)  (7871,61)  | overflowToLeft=false
New Guinea  (7020,2957)  (6961,2957)  (7019,2897)  (6959,2896)  (7079,2897)  (7078,2957)  | overflowToLeft=false
82 Sea Zone  (4180,2580)  (4120,2639)  (4120,2579)  (4239,2640)  (4180,2520)  (4240,2520)  (4240,2580)  (4118,2519)  (4179,2699)  (4119,2699)  (4060,2639)  (4060,2579)  (4299,2640)  (4299,2700)  (4239,2700)  (4059,2700)  (4182,2460)  (4242,2460)  (4300,2520)  (4300,2580)  (4302,2458)  (4179,2759)  (4119,2759)  (4323,2760)  (4263,2760)  (4059,2760)  (4258,2398)  (4318,2398)  | overflowToLeft=false
Okinawa  (6269,1544)  | overflowToLeft=false
131 Sea Zone  (4205,1584)  (4169,1522)  (4244,1677)  (4265,1737)  | overflowToLeft=false
Tsagaan Olom  (5322,980)  (5262,1039)  (5262,979)  (5381,1040)  (5322,920)  (5382,920)  (5382,980)  (5260,919)  | overflowToLeft=false
119 Sea Zone  (1208,356)  (1148,399)  (1148,339)  (1267,416)  (1208,296)  (1268,296)  (1268,356)  (1088,379)  (1088,319)  (1327,416)  (1327,476)  (1267,476)  (1241,236)  (1301,236)  (1328,296)  (1328,356)  (1028,317)  (1303,176)  | overflowToLeft=false
Honan  (5514,1421)  (5454,1415)  (5568,1481)  (5508,1481)  (5450,1355)  | overflowToLeft=false
Afghanistan  (4469,1914)  (4409,1973)  (4491,1974)  (4446,1854)  (4506,1854)  (4529,1914)  (4566,1817)  (4626,1763)  | overflowToLeft=false
New South Wales  (7058,3476)  (7058,3536)  (7118,3585)  (7178,3585)  | overflowToLeft=false
French Guiana  (1230,2098)  | overflowToLeft=false
