38 Sea Zone  (5524,2829)  (5583,2889)  (5523,2889)  (5467,2769)  (5527,2769)  (5584,2829)  (5587,2766)  (5463,2927)  (5624,2949)  (5564,2949)  (5386,2686)  (5322,2867)  (5262,2835)  | overflowToLeft=false
Yukon Territory  (9107,98)  (9047,157)  (9047,97)  (9166,158)  (9107,38)  (9167,38)  (9167,98)  (9045,37)  (9106,217)  (9190,218)  | overflowToLeft=false
100 Sea Zone  (3432,1910)  (3372,1924)  (3492,1885)  (3312,1924)  (3552,1885)  | overflowToLeft=false
56 Sea Zone  (6668,3070)  (6608,3119)  (6732,3048)  (6548,3119)  (6792,2996)  (6798,3056)  (6858,3039)  | overflowToLeft=false
Marshall Islands  (7629,2189)  | overflowToLeft=false
9 Sea Zone  (8101,561)  (8041,620)  (8041,560)  (8160,621)  (8101,501)  (8161,501)  (8161,561)  (8039,500)  (7981,627)  (7981,567)  (8220,621)  (8221,462)  (8221,522)  (7979,507)  (7921,627)  (7921,567)  (8280,582)  (8281,474)  (7919,507)  (7861,627)  (7861,567)  (8340,534)  (8340,594)  (8341,471)  (7859,507)  (7801,627)  (7801,567)  (8400,531)  (8400,591)  (8401,460)  (7799,507)  (7741,627)  (7741,567)  (8460,520)  (8460,580)  (8461,460)  (7739,507)  | overflowToLeft=false
115 Sea Zone  (2695,456)  (2723,516)  (2663,516)  (2655,396)  (2715,396)  (2750,576)  (2655,336)  (2715,336)  (2775,283)  (2655,276)  (2715,276)  (2835,252)  | overflowToLeft=false
13 Sea Zone  (8599,1508)  (8539,1567)  (8539,1507)  (8658,1568)  (8599,1448)  (8659,1448)  (8659,1508)  (8537,1447)  (8598,1627)  (8538,1627)  (8479,1567)  (8479,1507)  (8718,1568)  (8718,1628)  (8658,1628)  (8478,1628)  (8597,1388)  (8657,1388)  (8717,1388)  (8719,1448)  (8719,1508)  (8477,1447)  (8477,1387)  (8537,1387)  (8777,1367)  (8778,1568)  (8778,1628)  (8779,1427)  (8779,1487)  | overflowToLeft=false
Malaya  (5375,2792)  | overflowToLeft=false
Argentina  (1002,2936)  (942,2995)  (942,2935)  (1061,2996)  (1002,2876)  (1062,2876)  (1062,2936)  (940,2875)  (1001,3055)  (941,3055)  (939,2815)  (983,3115)  (965,2755)  (990,3175)  (962,3235)  | overflowToLeft=false
28 Sea Zone  (8623,1885)  (8563,1944)  (8563,1884)  (8682,1945)  (8623,1825)  (8683,1825)  (8683,1885)  (8561,1824)  (8622,2004)  (8562,2004)  (8503,1944)  (8503,1884)  (8742,1945)  (8742,2005)  (8682,2005)  (8502,2005)  (8621,1765)  (8681,1765)  (8741,1765)  (8743,1825)  (8743,1885)  (8501,1824)  (8501,1764)  (8561,1764)  (8801,1721)  (8622,2064)  (8562,2064)  (8443,1945)  (8801,2065)  (8741,2065)  (8502,2065)  (8442,2065)  (8442,2005)  (8441,1832)  (8441,1772)  | overflowToLeft=false
Hokkaido  (7040,676)  | overflowToLeft=false
British Columbia  (9117,391)  (9057,450)  (9057,390)  (9176,451)  (9117,331)  (9177,331)  (9177,391)  (9055,330)  | overflowToLeft=false
Buyant-Uhaa  (5809,826)  (5749,878)  (5869,778)  | overflowToLeft=false
94 Sea Zone  (2336,1760)  (2276,1811)  (2350,1700)  (2396,1760)  (2410,1686)  (2216,1828)  | overflowToLeft=false
Olgiy  (5117,823)  (5057,869)  (5057,809)  (5176,883)  (5117,763)  (5177,763)  (5177,823)  (5116,929)  (5237,733)  | overflowToLeft=false
125 Sea Zone  (1436,38)  (1376,97)  (1376,37)  (1495,98)  (1496,0)  (1555,60)  (1556,0)  | overflowToLeft=false
46 Sea Zone  (6491,2742)  (6491,2802)  (6491,2862)  (6491,2922)  (6491,2982)  (6551,2742)  (6551,2802)  (6551,2862)  (6551,2971)  (6611,2742)  (6611,2802)  (6611,2862)  (6611,2961)  (6671,2742)  (6671,2962)  (6731,2742)  (6791,2742)  (6851,2742)  | overflowToLeft=false
Johnston Island  (8190,2154)  | overflowToLeft=false
Western Germany  (2788,916)  (2728,975)  (2728,915)  (2826,976)  (2788,856)  (2848,856)  (2886,1031)  (2766,1035)  (2826,1036)  (2748,796)  (2808,796)  (2868,796)  (2766,1095)  (2866,1096)  | overflowToLeft=false
Finland  (3279,184)  (3324,244)  (3277,124)  (3321,304)  (3271,64)  | overflowToLeft=false
Sumatra  (5336,2968)  (5384,3028)  | overflowToLeft=false
23 Sea Zone  (7067,1932)  (7007,1991)  (7007,1931)  (7126,1992)  (7067,1872)  (7127,1872)  (7127,1932)  (7005,1871)  (7066,2051)  (7006,2051)  (6947,1991)  (6947,1931)  (7186,1992)  (7186,2052)  (7126,2052)  (6946,2052)  (7065,1812)  (7125,1812)  (7185,1812)  (7187,1872)  (7187,1932)  (6945,1871)  (6945,1811)  (7005,1811)  (7066,2111)  (7006,2111)  (7226,2112)  (7166,2112)  (6946,2112)  (7065,1752)  (7125,1752)  (7185,1752)  (6908,1751)  (6968,1751)  (7106,2171)  (7046,2171)  (7226,2172)  (7166,2172)  (6986,2172)  (6926,2172)  | overflowToLeft=false
Southern Caucasus  (4040,1593)  (4099,1653)  (3968,1522)  (4159,1663)  | overflowToLeft=false
Northwest Persia  (4076,1769)  (4068,1829)  | overflowToLeft=false
41 Sea Zone  (4774,2992)  (4833,3052)  (4773,3052)  (4731,2932)  (4791,2932)  (4834,2992)  (4851,2915)  (4893,3052)  (4893,3112)  (4833,3112)  (4773,3112)  (4731,2872)  (4791,2872)  (4894,2975)  (4851,2855)  (4911,2855)  (4911,2915)  (4920,3172)  (4860,3172)  (4800,3172)  (4740,3172)  | overflowToLeft=false
Southern France  (2439,1292)  (2379,1351)  (2379,1291)  (2498,1352)  (2439,1232)  (2499,1260)  (2558,1320)  (2558,1380)  | overflowToLeft=false
64 Sea Zone  (7222,3683)  (7162,3742)  (7281,3743)  (7237,3623)  (7282,3683)  (7297,3608)  (7102,3796)  (7296,3548)  (7042,3796)  (7298,3488)  (7009,3736)  (6982,3796)  | overflowToLeft=false
Northern Italy  (2761,1335)  (2701,1358)  (2701,1298)  (2820,1395)  (2761,1275)  (2821,1275)  (2821,1335)  (2881,1292)  | overflowToLeft=false
Western Australia  (6397,3439)  (6337,3466)  (6337,3406)  (6456,3499)  (6397,3379)  (6457,3379)  (6457,3439)  (6396,3526)  (6504,3559)  (6444,3586)  | overflowToLeft=false
76 Sea Zone  (4573,3679)  (4513,3738)  (4513,3678)  (4632,3739)  (4573,3619)  (4633,3619)  (4633,3679)  (4511,3618)  | overflowToLeft=false
Southern Belarus  (3611,790)  (3671,736)  (3671,796)  | overflowToLeft=false
110 Sea Zone  (1535,748)  (1475,807)  (1475,747)  (1594,808)  (1535,688)  (1595,688)  (1595,748)  (1473,687)  (1534,867)  (1474,867)  (1415,807)  (1415,747)  (1634,868)  (1414,868)  (1533,628)  (1593,628)  (1413,687)  (1413,627)  (1473,627)  | overflowToLeft=false
4 Sea Zone  (7466,358)  (7406,417)  (7406,357)  (7525,418)  (7466,298)  (7526,298)  (7526,358)  (7404,297)  (7465,477)  (7405,477)  (7346,417)  (7346,357)  (7585,418)  (7585,478)  (7525,478)  (7345,478)  (7499,238)  (7559,238)  (7586,298)  (7586,358)  (7344,297)  (7619,205)  (7285,511)  (7285,451)  | overflowToLeft=false
15 Sea Zone  (8280,853)  (8220,912)  (8220,852)  (8339,913)  (8280,793)  (8340,793)  (8340,853)  (8218,792)  (8279,972)  (8219,972)  (8160,912)  (8160,852)  (8399,913)  (8399,973)  (8339,973)  (8159,973)  (8278,733)  (8338,733)  (8398,733)  (8400,793)  (8400,853)  (8158,792)  (8158,732)  (8218,732)  (8458,686)  (8279,1032)  (8219,1032)  (8459,913)  (8459,973)  (8459,1033)  (8399,1033)  (8339,1033)  (8159,1033)  (8460,746)  (8460,806)  | overflowToLeft=false
Libya  (2795,2062)  (2735,2121)  (2735,2061)  (2854,2122)  (2795,2002)  (2855,2002)  (2855,2062)  (2733,2001)  (2675,2119)  (2914,2122)  (2915,2009)  (2673,2059)  | overflowToLeft=false
Nenetsia  (3997,39)  (3937,98)  (3937,38)  (4056,99)  (4057,1)  (3877,56)  (4116,61)  (4116,121)  (4117,1)  | overflowToLeft=false
South Australia  (6739,3489)  (6679,3513)  (6799,3472)  (6820,3532)  (6619,3526)  (6859,3472)  (6880,3532)  | overflowToLeft=false
21 Sea Zone  (5831,2163)  (5867,2103)  (5891,2163)  (5920,2031)  (5927,2091)  (5947,1970)  (5951,2151)  (5976,1899)  (5980,2030)  (5987,2090)  (6011,2150)  (6012,1819)  (6040,1989)  (6047,2049)  (6071,2109)  (6072,1790)  (6100,1945)  (6107,2005)  (6128,1850)  (6131,2065)  (6131,2125)  (6132,1790)  (6160,1910)  (6167,1970)  (6188,1850)  (6191,2030)  (6191,2090)  (6192,1790)  (6220,1910)  (6227,1970)  (6248,1850)  (6251,2030)  (6252,1790)  (6280,1910)  (6287,1970)  (6308,1850)  (6311,2030)  (6312,1790)  (6323,2090)  (6329,2150)  (6340,1910)  (6347,1970)  (6368,1850)  (6371,2030)  (6372,1790)  (6383,2090)  (6389,2150)  (6400,1910)  (6407,1970)  (6428,1850)  (6431,2030)  | overflowToLeft=false
Sweden  (3061,357)  (3001,416)  (3085,417)  (3081,297)  (3141,246)  (3025,476)  (2965,476)  (3169,186)  (3013,536)  | overflowToLeft=false
Holland Belgium  (2643,843)  (2583,858)  (2651,903)  | overflowToLeft=false
Kansu  (5127,1193)  (5067,1252)  (5067,1192)  (5186,1253)  (5127,1133)  (5187,1139)  (5126,1312)  (5066,1312)  (5246,1213)  (5104,1073)  | overflowToLeft=false
97 Sea Zone  (2706,1651)  (2723,1497)  (2736,1557)  (2766,1617)  (2766,1677)  (2822,1737)  (2826,1593)  (2826,1653)  (2882,1713)  (2882,1773)  (2886,1638)  | overflowToLeft=false
Siberia  (6871,93)  (6811,152)  (6811,92)  (6930,153)  (6871,33)  (6931,33)  (6931,93)  (6809,32)  (6870,212)  (6810,212)  (6751,152)  (6751,92)  (6990,153)  (6990,213)  (6930,213)  (6750,213)  (6991,1)  (6991,61)  (6749,32)  (6861,272)  (6691,153)  (6691,93)  (7050,121)  (7050,181)  (6690,232)  (7051,1)  (7051,61)  (6689,33)  (6631,172)  (6631,112)  (7110,121)  (7110,181)  (7111,1)  (7111,61)  (6629,52)  (6571,224)  (7170,121)  (7170,181)  (7171,1)  (7171,61)  (6569,44)  (7230,121)  (7231,1)  (7231,61)  | overflowToLeft=false
Poland  (3220,910)  (3160,935)  (3160,875)  (3277,970)  (3220,850)  (3217,995)  (3284,1030)  | overflowToLeft=false
92 Sea Zone  (1525,1691)  (1465,1750)  (1465,1690)  (1584,1751)  (1525,1631)  (1585,1631)  (1585,1691)  (1463,1630)  (1524,1810)  (1464,1810)  (1405,1750)  (1405,1690)  (1644,1751)  (1644,1811)  (1584,1811)  (1404,1811)  (1523,1571)  (1583,1571)  (1643,1571)  (1645,1631)  (1645,1691)  (1403,1630)  (1403,1570)  (1463,1570)  | overflowToLeft=false
18 Sea Zone  (7226,1550)  (7166,1609)  (7166,1549)  (7285,1610)  (7231,1490)  (7286,1550)  (7291,1485)  (7106,1667)  (7106,1607)  (7106,1547)  (7230,1430)  (7290,1425)  (7046,1667)  (7046,1607)  (7046,1547)  (7230,1370)  (7290,1365)  (7230,1310)  (7290,1305)  | overflowToLeft=false
Western Sinkiang  (4765,1260)  (4705,1319)  (4705,1259)  (4824,1320)  (4765,1200)  (4825,1200)  (4825,1260)  (4764,1379)  (4704,1379)  (4792,1140)  (4756,1439)  | overflowToLeft=false
Bulgaria  (3378,1442)  (3318,1501)  (3437,1502)  (3438,1427)  | overflowToLeft=false
Tunisia  (2652,1890)  (2662,1950)  | overflowToLeft=false
117 Sea Zone  (3101,670)  (3160,730)  (3063,610)  (3123,610)  (3161,670)  (3105,550)  (3164,390)  | overflowToLeft=false
Southern Persia  (4163,2106)  (4103,2143)  (4103,2083)  (4222,2166)  (4192,2046)  (4223,2106)  (4162,2203)  (4047,2023)  (4282,2166)  (4257,2226)  (4283,2065)  (4019,1963)  | overflowToLeft=false
Java  (5680,3106)  | overflowToLeft=false
51 Sea Zone  (7981,2773)  (7981,2833)  (7981,2893)  (7981,2953)  (7981,3013)  (7981,3073)  (7981,3133)  (7981,3193)  (7981,3253)  (7981,3313)  (8041,2773)  (8041,2833)  (8041,2893)  (8041,2953)  (8041,3013)  (8041,3073)  (8041,3133)  (8041,3193)  (8041,3253)  (8041,3313)  (8101,2773)  (8101,2833)  (8101,2893)  (8101,2953)  (8101,3013)  (8101,3073)  (8101,3133)  (8101,3193)  (8101,3253)  (8101,3313)  (8161,2773)  (8161,2833)  (8161,2893)  (8161,2953)  (8161,3013)  (8161,3073)  (8161,3133)  (8161,3193)  (8161,3253)  (8161,3313)  (8221,2773)  (8221,2833)  (8221,2893)  (8221,2953)  (8221,3013)  (8221,3073)  (8221,3133)  (8221,3193)  (8221,3253)  (8221,3313)  (8281,2773)  (8281,2833)  (8281,2893)  (8281,2953)  (8281,3013)  (8281,3073)  (8281,3133)  (8281,3193)  (8281,3253)  (8281,3313)  | overflowToLeft=false
Kyushu  (6560,1319)  | overflowToLeft=false
54 Sea Zone  (7397,3155)  (7397,3215)  (7397,3275)  (7397,3335)  (7457,3155)  (7457,3215)  (7457,3275)  (7457,3335)  (7517,3155)  (7517,3263)  (7517,3323)  (7577,3155)  (7577,3272)  (7577,3332)  (7637,3155)  (7637,3215)  (7637,3342)  (7697,3155)  (7697,3215)  (7697,3345)  (7734,3275)  (7757,3155)  (7757,3215)  (7757,3335)  (7794,3275)  (7817,3155)  (7817,3215)  (7817,3335)  (7854,3275)  (7877,3155)  (7877,3215)  (7877,3335)  (7914,3275)  | overflowToLeft=false
48 Sea Zone  (7299,2745)  (7239,2736)  (7359,2693)  (7359,2753)  (7179,2732)  (7419,2693)  | overflowToLeft=false
89 Sea Zone  (1812,2279)  (1752,2338)  (1752,2278)  (1863,2339)  (1812,2219)  (1750,2218)  (1872,2194)  (1803,2398)  (1743,2398)  (1885,2399)  (1810,2159)  (1742,2158)  (1870,2134)  (1825,2458)  (1765,2458)  (1909,2459)  | overflowToLeft=false
Kenya  (3423,2946)  (3363,2982)  (3363,2922)  (3482,3006)  (3423,2886)  (3483,2889)  (3338,2862)  (3303,3026)  (3303,2966)  (3542,2949)  (3542,3009)  (3548,3069)  | overflowToLeft=false
123 Sea Zone  (578,301)  (518,352)  (518,292)  (637,361)  (578,241)  (638,275)  (505,232)  (661,187)  (458,331)  (445,271)  | overflowToLeft=false
Northern Spain  (2144,1397)  (2084,1374)  (2149,1457)  (2204,1363)  (2209,1423)  (2024,1371)  (2269,1416)  (2281,1476)  (2285,1536)  | overflowToLeft=false
Kweichow  (5446,1943)  (5500,2003)  | overflowToLeft=false
43 Sea Zone  (5867,3044)  (5807,3096)  (5807,3036)  (5927,3010)  (5927,3070)  (5747,3065)  (5987,3010)  (5987,3070)  (5687,3055)  (6047,3010)  (6047,3070)  (6052,3130)  (5627,3045)  (6107,3010)  (6107,3070)  (6112,3130)  (6167,3010)  (6167,3070)  (6172,3130)  (6227,3010)  (6227,3070)  (6232,3130)  (6287,3010)  (6287,3070)  (6292,3130)  (6347,3010)  (6347,3070)  (6352,3130)  (6407,3010)  (6407,3070)  (6412,3130)  | overflowToLeft=false
Sicily  (2868,1737)  | overflowToLeft=false
128 Sea Zone  (2793,63)  (2733,122)  (2733,62)  (2852,123)  (2793,3)  (2853,3)  (2853,63)  (2731,2)  (2673,168)  (2673,108)  (2912,123)  (2913,0)  (2913,60)  (2671,48)  (2613,168)  (2613,108)  (2973,0)  (2973,60)  (2611,48)  | overflowToLeft=false
Bryansk  (3858,778)  (3798,837)  (3798,777)  (3918,799)  | overflowToLeft=false
Tsinghai  (5253,1445)  (5193,1497)  (5193,1437)  (5304,1505)  (5253,1385)  (5313,1385)  (5313,1445)  (5244,1557)  (5133,1401)  (5237,1325)  (5297,1325)  (5373,1466)  (5268,1617)  | overflowToLeft=false
26 Sea Zone  (7913,1391)  (7853,1450)  (7853,1390)  (7972,1451)  (7913,1331)  (7973,1331)  (7973,1391)  (7851,1330)  (7912,1510)  (7852,1510)  (7793,1450)  (7793,1390)  (8032,1451)  (8032,1511)  (7972,1511)  (7792,1511)  (7911,1271)  (7971,1271)  (8031,1271)  (8033,1331)  (8033,1391)  (7791,1330)  (7791,1270)  (7851,1270)  (8091,1213)  (7912,1570)  (7852,1570)  (7733,1451)  (7733,1391)  (8092,1451)  (8092,1511)  (7792,1571)  (7732,1571)  (7732,1511)  (7911,1211)  (7971,1211)  (8031,1211)  (8093,1273)  (8093,1333)  (7731,1331)  (7731,1271)  (7731,1211)  (7791,1210)  (7851,1210)  (8091,1153)  (8151,1153)  (8151,1213)  (7931,1630)  (7871,1630)  (8152,1393)  (8152,1453)  (8152,1513)  | overflowToLeft=false
7 Sea Zone  (7085,1132)  (7025,1191)  (7025,1100)  (7144,1192)  (7085,1072)  (7145,1072)  (7145,1132)  (7084,1251)  (7024,1251)  (7170,1252)  (6964,1252)  (7051,1012)  (7111,1012)  (7110,1311)  (7050,1311)  (7170,1312)  (6990,1312)  (6930,1312)  (6904,1252)  (7069,952)  (7129,952)  (6870,1346)  (7110,1371)  (7050,1371)  (7170,1372)  (6990,1372)  (6930,1372)  (6844,1286)  (7068,892)  (7128,892)  (6870,1406)  (6810,1406)  (6810,1346)  (7170,1432)  (7028,1432)  (6968,1432)  (7046,832)  (7106,832)  (7166,832)  (6750,1443)  (6750,1383)  (6750,1323)  (7080,772)  (7140,772)  (6690,1443)  (6690,1383)  (7167,712)  (6630,1443)  (6630,1383)  | overflowToLeft=false
2 Sea Zone  (8174,114)  (8174,174)  (8174,234)  (8174,294)  (8174,354)  (8234,272)  (8234,332)  (8234,392)  (8294,274)  (8294,334)  (8354,335)  | overflowToLeft=false
Western United States  (9082,718)  (9022,777)  (9022,717)  (9141,778)  (9082,658)  (9142,658)  (9142,718)  (9020,657)  (9081,837)  (9021,837)  (8962,777)  (8962,717)  (9190,838)  (8961,838)  (9080,598)  (9140,598)  (8973,597)  | overflowToLeft=false
Central America  (570,1730)  (510,1707)  (567,1790)  | overflowToLeft=false
Gibraltar  (2123,1736)  | overflowToLeft=false
Cyprus  (3554,1821)  | overflowToLeft=false
35 Sea Zone  (6766,2249)  (6766,2309)  (6766,2369)  (6766,2429)  (6766,2567)  (6766,2627)  (6789,2489)  (6826,2249)  (6826,2309)  (6826,2369)  (6826,2429)  (6826,2549)  (6826,2609)  (6826,2669)  (6849,2489)  (6886,2249)  (6886,2309)  (6886,2369)  (6886,2429)  (6886,2549)  (6886,2609)  (6886,2669)  (6909,2489)  (6946,2249)  (6946,2309)  (6946,2369)  (6946,2429)  (6946,2549)  (6946,2609)  (6946,2669)  (6969,2489)  (7006,2249)  (7006,2379)  (7006,2549)  (7006,2609)  (7006,2669)  (7029,2439)  (7066,2249)  (7066,2499)  (7066,2559)  (7066,2619)  (7066,2679)  (7085,2309)  (7126,2249)  (7126,2443)  (7126,2503)  (7126,2563)  (7126,2623)  (7139,2369)  (7145,2309)  | overflowToLeft=false
81 Sea Zone  (4495,2619)  (4435,2678)  (4435,2618)  (4554,2679)  (4495,2559)  (4555,2559)  (4555,2619)  (4433,2558)  (4494,2738)  (4434,2738)  (4614,2725)  (4554,2739)  (4493,2499)  (4396,2498)  (4456,2439)  | overflowToLeft=false
44 Sea Zone  (5830,2934)  (5890,2945)  (5770,2950)  (5950,2917)  (5710,2950)  (5694,2890)  (5992,2834)  (5684,2744)  | overflowToLeft=false
Davao  (6367,2427)  | overflowToLeft=false
Smolensk  (3843,626)  (3783,674)  (3875,566)  | overflowToLeft=false
Paulau  (6736,2515)  | overflowToLeft=false
53 Sea Zone  (8876,3619)  (8816,3678)  (8816,3618)  (8935,3679)  (8876,3559)  (8936,3559)  (8936,3619)  (8814,3558)  (8875,3738)  (8815,3738)  (8756,3678)  (8756,3618)  (8995,3679)  (8995,3739)  (8935,3739)  (8755,3739)  (8874,3499)  (8934,3499)  (8994,3499)  (8996,3559)  (8996,3619)  (8754,3558)  (8754,3498)  (8814,3498)  (9054,3441)  (8696,3679)  (8696,3619)  (9055,3679)  (9055,3739)  (8695,3796)  (8874,3439)  (8934,3439)  (8994,3439)  (9056,3501)  (9056,3561)  (8694,3559)  (8694,3499)  (8694,3439)  (8754,3438)  (8814,3438)  (9054,3381)  (9114,3381)  (9114,3441)  (8636,3736)  (8636,3676)  (9115,3621)  (9115,3681)  (9115,3741)  (8635,3796)  (8653,3379)  (8874,3379)  (8934,3379)  (8994,3379)  (9116,3501)  (9116,3561)  | overflowToLeft=false
Iceland  (1859,59)  | overflowToLeft=false
72 Sea Zone  (2681,3617)  (2621,3676)  (2621,3616)  (2740,3677)  (2681,3557)  (2741,3557)  (2741,3617)  (2619,3556)  (2680,3736)  (2620,3736)  (2561,3676)  (2561,3616)  (2800,3677)  (2800,3737)  (2740,3737)  (2560,3737)  (2679,3497)  (2739,3497)  (2799,3497)  (2801,3557)  (2801,3617)  (2559,3556)  (2559,3496)  (2619,3496)  (2680,3796)  (2620,3796)  (2501,3677)  (2501,3617)  (2860,3677)  (2860,3737)  (2500,3796)  (2679,3437)  (2739,3437)  (2499,3557)  (2499,3497)  (2499,3437)  (2559,3436)  (2619,3436)  (2920,3795)  (2445,3377)  (2679,3377)  (2739,3377)  (2505,3376)  (2565,3376)  (2445,3317)  (2625,3317)  (2685,3317)  (2505,3316)  (2565,3316)  | overflowToLeft=false
Southern Manchuria  (6067,800)  (6007,859)  (6007,799)  (6126,860)  (6067,740)  (6127,740)  (6127,800)  (6005,739)  (6066,919)  (5947,880)  (5947,820)  (6186,867)  (6126,920)  (6134,680)  (6187,740)  (5945,718)  (6194,675)  | overflowToLeft=false
Yugoslavia  (3085,1324)  (3025,1383)  (3025,1323)  (3145,1278)  (3145,1338)  (3205,1297)  (3221,1357)  | overflowToLeft=false
Yakut S.S.R.  (5590,203)  (5530,262)  (5649,263)  (5531,143)  (5591,143)  (5650,203)  (5651,142)  (5589,322)  (5529,322)  (5651,323)  (5563,83)  (5710,202)  (5623,82)  (5683,82)  (5711,142)  (5743,50)  (5532,382)  (5570,22)  (5630,22)  (5771,110)  (5803,1)  (5679,437)  (5472,441)  (5831,61)  (5619,463)  (5559,481)  (5499,501)  (5439,501)  (5638,523)  (5578,541)  | overflowToLeft=false
Portuguese  (1939,2284)  | overflowToLeft=false
Belgian Congo  (3094,3110)  (3034,3169)  (3034,3109)  (3153,3170)  (3094,3050)  (3154,3050)  (3154,3110)  (3032,3049)  (3093,3229)  (3033,3229)  (3213,3198)  (3153,3230)  (2973,3230)  (3092,2990)  (3152,2990)  (3214,3053)  (2994,2989)  (3229,3258)  (3093,3289)  (3169,3290)  | overflowToLeft=false
103 Sea Zone  (3817,1473)  (3757,1504)  (3757,1444)  (3876,1533)  (3817,1413)  | overflowToLeft=false
63 Sea Zone  (6727,3699)  (6667,3758)  (6667,3698)  (6786,3759)  (6727,3639)  (6787,3639)  (6787,3699)  (6665,3638)  (6607,3796)  (6607,3736)  (6846,3759)  (6847,3677)  (6605,3676)  | overflowToLeft=false
Brazil  (1265,2370)  (1205,2429)  (1205,2369)  (1324,2430)  (1265,2310)  (1325,2310)  (1325,2370)  (1203,2309)  (1264,2489)  (1204,2489)  (1145,2429)  (1145,2369)  (1384,2430)  (1384,2490)  (1324,2490)  (1144,2490)  (1263,2250)  (1323,2250)  (1385,2253)  (1385,2313)  (1143,2309)  (1143,2249)  (1203,2249)  (1264,2549)  (1204,2549)  (1085,2416)  (1444,2373)  (1444,2433)  (1444,2493)  (1384,2550)  (1324,2550)  (1144,2550)  (1263,2190)  (1445,2257)  (1083,2356)  (1083,2296)  (1083,2236)  (1143,2189)  (1203,2189)  (1447,2553)  (1070,2176)  (1264,2609)  (1204,2609)  (1504,2317)  (1504,2377)  (1387,2610)  (1327,2610)  (1144,2610)  (1023,2356)  (1023,2296)  (1023,2236)  | overflowToLeft=false
Iwo Jima  (7088,1469)  | overflowToLeft=false
